index,Signal0,Signal1,Signal2,Signal3,Signal4,Signal5,Signal6,Signal7,Signal8,Signal9,Signal10,Signal11,Signal12,Signal13,Signal14,Signal15,Signal16,Signal17,Signal18,Signal19,Signal20,Signal21,Signal22,Signal23,Signal24,Signal25,Signal26,Signal27,Signal28,Signal29,Signal30,Signal31,Signal32,Signal33,Signal34,Signal35,Signal36,Signal37,Signal38,Signal39,Signal40,Signal41,Signal42,Signal43,Signal44,Signal45,Signal46,Signal47,Signal48,Signal49,Signal50,Signal51,Signal52,Signal53,Signal54,Signal55,Signal56,Signal57,Signal58,Signal59,X,Y
685,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,26,25,25,25,25,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,0,2
686,25,25,25,25,26,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,0,2
687,27,27,27,27,27,27,27,26,25,25,25,25,25,25,25,25,26,27,27,27,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,0,2
688,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,26,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,0,2
689,25,25,25,25,25,25,25,25,27,27,27,27,27,27,27,27,27,27,27,27,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,0,2
690,27,27,27,27,27,27,27,27,27,27,27,26,25,25,25,25,25,25,25,25,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,0,2
691,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,0,2
692,27,27,27,25,25,25,25,25,25,25,25,25,27,27,27,27,27,27,27,27,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,0,2
693,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,25,25,25,25,25,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,35,35,36,35,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,0,2
694,25,25,25,25,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,36,36,35,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,0,2
695,27,27,27,27,27,27,26,25,25,25,25,25,25,25,25,25,27,27,27,27,36,36,36,36,36,36,36,36,35,36,36,36,36,36,36,36,36,36,36,36,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,0,2
696,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,26,25,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,0,2
697,25,25,25,25,25,25,25,26,27,27,27,27,27,27,27,27,27,27,27,27,35,36,36,35,36,36,35,36,36,36,36,36,36,36,36,36,36,36,36,36,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,0,2
698,27,27,27,27,27,27,27,27,27,27,26,25,25,25,25,25,25,25,25,26,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,0,2
699,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,0,2
700,27,27,25,25,25,25,25,25,25,25,25,27,27,27,27,27,27,27,27,27,36,36,36,35,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,0,2
701,27,27,27,27,27,27,27,27,27,27,27,27,27,27,25,25,25,25,25,25,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,0,2
702,25,25,25,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,0,2
703,27,27,27,27,27,27,25,25,25,25,25,25,25,25,25,27,27,27,27,27,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,0,2
704,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,26,25,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,0,2
705,25,25,25,25,25,25,25,27,27,27,27,27,27,27,27,27,27,27,27,27,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,0,2
706,27,27,27,27,27,27,27,27,27,27,25,25,25,25,25,25,25,25,25,27,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,0,2
707,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,0,2
708,27,27,25,25,25,25,25,25,25,25,26,27,27,27,27,27,27,27,27,27,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,0,2
709,27,27,27,27,27,27,27,27,27,27,27,27,27,27,25,25,25,25,25,25,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,0,2
710,25,25,26,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,0,2
711,27,27,27,27,27,27,25,25,25,25,25,25,25,25,26,27,27,27,27,27,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,0,2
712,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,25,25,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,0,2
713,25,25,25,25,25,25,26,27,27,27,27,27,27,27,27,27,27,27,27,27,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,0,2
714,27,27,27,27,27,27,27,27,27,26,25,25,25,25,25,25,25,25,26,27,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,0,2
715,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,0,2
716,27,26,26,25,25,25,25,25,25,25,26,27,27,27,27,27,27,27,27,27,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,0,2
717,27,27,27,27,27,27,27,27,27,27,27,27,27,26,25,25,25,25,25,25,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,0,2
718,25,25,26,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,0,2
719,27,27,27,27,27,26,25,25,25,25,25,25,25,25,26,27,27,27,27,27,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,0,2
720,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,26,25,25,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,0,2
721,25,25,25,25,25,25,27,27,27,27,27,27,27,27,27,27,27,27,27,27,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,0,2
722,27,27,27,27,27,27,27,27,27,26,25,25,25,25,25,25,25,25,27,27,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,0,2
723,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,0,2
724,27,26,25,25,25,25,25,25,25,25,27,27,27,27,27,27,27,27,27,27,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,0,2
725,27,27,27,27,27,27,27,27,27,27,27,27,27,26,25,25,25,25,25,25,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,0,2
726,25,25,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,0,2
727,27,27,27,27,27,25,25,25,25,25,25,25,25,25,27,27,27,27,27,27,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,0,2
728,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,25,25,25,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,0,2
729,25,25,25,25,25,25,27,27,27,27,27,27,27,27,27,27,27,27,27,27,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,0,2
730,27,27,27,27,27,27,27,27,27,25,25,25,25,25,25,25,25,25,27,27,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,0,2
731,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,0,2
732,27,25,25,25,25,25,25,25,25,25,27,27,27,27,27,27,27,27,27,27,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,0,2
733,27,27,27,27,27,27,27,27,27,27,27,27,27,25,25,25,25,25,25,25,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,0,2
734,27,27,27,26,26,26,26,26,26,26,26,26,27,27,27,27,27,27,27,27,36,36,35,34,34,34,34,34,34,34,34,35,36,36,36,36,36,36,36,36,22,22,21,21,21,21,21,21,21,21,21,22,22,22,22,22,22,22,22,22,-1,0
735,27,27,27,27,27,27,27,27,27,27,27,26,26,26,26,26,26,26,26,26,36,36,36,36,36,36,36,36,36,36,36,34,34,34,34,34,34,34,34,35,22,22,22,22,22,22,22,22,22,22,22,21,21,21,21,21,21,21,21,22,-1,0
736,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,26,26,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,35,34,34,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,21,21,21,-1,0
737,26,26,26,26,26,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,34,34,34,34,35,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,21,21,21,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,-1,0
738,27,27,27,27,27,26,26,26,26,26,26,26,26,27,27,27,27,27,27,27,36,36,36,36,36,34,34,34,34,34,34,34,34,36,36,36,36,36,36,36,22,22,22,22,22,21,21,21,21,21,21,21,21,22,22,22,22,22,22,22,-1,0
739,27,27,27,27,27,27,27,27,27,27,27,27,27,26,26,26,26,26,26,26,36,36,36,36,36,36,36,36,36,36,36,36,35,34,34,34,34,34,34,35,22,22,22,22,22,22,22,22,22,22,22,22,21,21,21,21,21,21,21,22,-1,0
740,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,-1,0
741,26,26,26,26,26,26,26,26,26,27,27,27,27,27,27,27,27,27,27,27,34,34,34,34,34,34,34,34,34,36,36,36,36,36,36,36,36,36,36,36,21,21,21,21,21,21,21,21,21,22,22,22,22,22,22,22,22,22,22,22,-1,0
742,27,27,27,27,27,27,27,27,26,26,26,26,26,26,26,27,27,27,27,27,36,36,36,36,36,36,36,36,34,34,34,34,34,34,35,36,36,36,36,36,22,22,22,22,22,22,22,22,21,21,21,21,21,21,22,22,22,22,22,22,-1,0
743,27,27,27,27,27,27,27,27,27,27,27,27,27,27,26,26,26,26,26,26,36,36,36,36,36,36,36,36,36,36,36,36,36,36,34,34,34,34,34,34,22,22,22,22,22,22,22,22,22,22,22,22,22,22,21,21,21,21,21,21,-1,0
744,26,26,26,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,34,34,34,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,21,21,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,-1,0
745,27,27,27,26,26,26,26,26,26,26,26,26,27,27,27,27,27,27,27,27,36,36,35,34,34,34,34,34,34,34,34,35,36,36,36,36,36,36,36,36,22,22,21,21,21,21,21,21,21,21,21,22,22,22,22,22,22,22,22,22,-1,0
746,27,27,27,27,27,27,27,27,27,27,27,26,26,26,26,26,26,26,26,26,36,36,36,36,36,36,36,36,36,36,36,34,34,34,34,34,34,34,34,34,22,22,22,22,22,22,22,22,22,22,22,21,21,21,21,21,21,21,21,21,-1,0
747,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,26,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,34,34,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,21,21,-1,0
748,26,26,26,26,26,26,26,26,27,27,27,27,27,27,27,27,27,27,27,27,34,34,34,34,34,34,34,36,36,36,36,36,36,36,36,36,36,36,36,36,21,21,21,21,21,21,21,22,22,22,22,22,22,22,22,22,22,22,22,22,-1,0
749,27,27,27,27,27,27,27,26,26,26,26,26,26,27,27,27,27,27,27,27,36,36,36,36,36,36,36,34,34,34,34,34,36,36,36,36,36,36,36,36,22,22,22,22,22,22,22,21,21,21,21,21,22,22,22,22,22,22,22,22,-1,0
750,27,27,27,27,27,27,27,27,27,27,27,27,27,26,26,26,26,26,26,26,36,36,36,36,36,36,36,36,36,36,36,36,35,34,34,34,34,34,34,35,22,22,22,22,22,22,22,22,22,22,22,22,21,21,21,21,21,21,21,22,-1,0
751,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,26,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,34,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,21,-1,0
752,26,26,26,26,26,26,27,27,27,27,27,27,27,27,27,27,27,27,27,27,34,34,34,34,34,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,21,21,21,21,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,-1,0
753,27,27,27,27,27,27,27,26,26,26,26,26,26,26,26,27,27,27,27,27,36,36,36,36,36,36,35,34,34,34,34,34,34,34,35,36,36,36,36,36,22,22,22,22,22,22,21,21,21,21,21,21,21,21,22,22,22,22,22,22,-1,0
754,27,27,27,27,27,27,27,27,27,27,27,27,27,27,26,26,26,26,26,26,36,36,36,36,36,36,36,36,36,36,36,36,36,36,34,34,34,34,34,34,22,22,22,22,22,22,22,22,22,22,22,22,22,22,21,21,21,21,21,21,-1,0
755,26,26,26,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,34,34,34,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,21,21,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,-1,0
756,27,27,27,26,26,26,26,26,26,26,27,27,27,27,27,27,27,27,27,27,36,36,35,34,34,34,34,34,34,35,36,36,36,36,36,36,36,36,36,36,22,22,21,21,21,21,21,21,21,22,22,22,22,22,22,22,22,22,22,22,-1,0
757,27,27,27,27,27,27,27,27,27,27,26,26,26,26,26,26,26,26,26,27,36,36,36,36,36,36,36,36,36,36,34,34,34,34,34,34,34,34,36,36,22,22,22,22,22,22,22,22,22,22,21,21,21,21,21,21,21,21,22,22,-1,0
758,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,26,26,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,35,34,34,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,21,21,21,-1,0
759,26,26,26,26,26,26,26,27,27,27,27,27,27,27,27,27,27,27,27,27,34,34,34,34,34,34,35,36,36,36,36,36,36,36,36,36,36,36,36,36,21,21,21,21,21,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,-1,0
760,27,27,27,27,27,27,26,26,26,26,26,26,26,26,27,27,27,27,27,27,36,36,36,36,36,36,34,34,34,34,34,34,34,34,36,36,36,36,36,36,22,22,22,22,22,22,21,21,21,21,21,21,21,21,22,22,22,22,22,22,-1,0
761,27,27,27,27,27,27,27,27,27,27,27,27,27,27,26,26,26,26,26,26,36,36,36,36,36,36,36,36,36,36,36,36,36,36,34,34,34,34,34,34,22,22,22,22,22,22,22,22,22,22,22,22,22,22,21,21,21,21,21,21,-1,0
762,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,-1,0
763,27,27,26,26,26,26,26,26,26,27,27,27,27,27,27,27,27,27,27,27,36,36,34,34,34,34,34,34,34,36,36,36,36,36,36,36,36,36,36,36,22,22,21,21,21,21,21,21,21,22,22,22,22,22,22,22,22,22,22,22,-1,0
764,27,27,27,27,27,27,27,27,27,26,26,26,26,26,26,26,26,26,27,27,36,36,36,36,36,36,36,36,35,34,34,34,34,34,34,34,34,35,36,36,22,22,22,22,22,22,22,22,21,21,21,21,21,21,21,21,21,22,22,22,-1,0
765,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,26,26,26,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,34,34,34,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,21,21,21,-1,0
766,26,26,26,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,34,34,35,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,21,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,-1,0
767,27,26,26,26,26,26,26,26,26,26,27,27,27,27,27,27,27,27,27,27,36,34,34,34,34,34,34,34,34,34,36,36,36,36,36,36,36,36,36,36,22,21,21,21,21,21,21,21,21,21,22,22,22,22,22,22,22,22,22,22,-1,0
768,27,27,27,27,27,27,27,27,27,27,26,26,26,26,26,26,26,27,27,27,36,36,36,36,36,36,36,36,36,35,34,34,34,34,34,34,35,36,36,36,22,22,22,22,22,22,22,22,22,21,21,21,21,21,21,21,22,22,22,22,-1,0
769,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,26,26,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,34,34,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,21,21,-1,0
770,26,26,26,26,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,34,34,34,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,21,21,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,-1,0
771,27,27,27,27,26,26,26,26,26,26,26,26,26,27,27,27,27,27,27,27,36,36,36,35,34,34,34,34,34,34,34,34,35,36,36,36,36,36,36,36,22,22,22,21,21,21,21,21,21,21,21,21,22,22,22,22,22,22,22,22,-1,0
772,27,27,27,27,27,27,27,27,27,27,27,27,26,26,26,26,26,26,26,27,36,36,36,36,36,36,36,36,36,36,36,36,34,34,34,34,34,34,36,36,22,22,22,22,22,22,22,22,22,22,22,22,21,21,21,21,21,21,22,22,-1,0
773,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,26,26,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,34,34,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,21,21,-1,0
774,26,26,26,26,26,26,26,27,27,27,27,27,27,27,27,27,27,27,27,27,34,34,34,34,34,34,34,36,36,36,36,36,36,36,36,36,36,36,36,36,21,21,21,21,21,21,21,22,22,22,22,22,22,22,22,22,22,22,22,22,-1,0
775,27,27,27,27,27,27,26,26,26,26,26,26,26,27,27,27,27,27,27,27,36,36,36,36,36,36,34,34,34,34,34,34,34,36,36,36,36,36,36,36,22,22,22,22,22,22,21,21,21,21,21,21,21,22,22,22,22,22,22,22,-1,0
776,27,27,27,27,27,27,27,27,27,27,27,27,26,26,26,26,26,26,26,26,36,36,36,36,36,36,36,36,36,36,36,36,34,34,34,34,34,34,34,34,22,22,22,22,22,22,22,22,22,22,22,22,21,21,21,21,21,21,21,21,-1,0
777,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,-1,0
778,26,26,26,26,26,26,26,26,27,27,27,27,27,27,27,27,27,27,27,27,34,34,34,34,34,34,34,35,36,36,36,36,36,36,36,36,36,36,36,36,21,21,21,21,21,21,21,22,22,22,22,22,22,22,22,22,22,22,22,22,-1,0
779,27,27,27,27,27,27,27,26,26,26,26,26,26,26,26,26,27,27,27,27,36,36,36,36,36,36,36,34,34,34,34,34,34,34,34,34,36,36,36,36,22,22,22,22,22,22,22,21,21,21,21,21,21,21,21,21,22,22,22,22,-1,0
780,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,26,26,26,26,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,35,34,34,34,34,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,21,21,21,21,21,-1,0
781,26,26,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,34,34,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,21,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,-1,0
782,27,27,26,26,26,26,26,26,26,26,26,27,27,27,27,27,27,27,27,27,36,35,34,34,34,34,34,34,34,34,36,36,36,36,36,36,36,36,36,36,22,21,21,21,21,21,21,21,21,21,22,22,22,22,22,22,22,22,22,22,-1,0
783,27,27,27,27,27,27,27,27,27,27,26,26,26,26,26,26,27,27,27,27,36,36,36,36,36,36,36,36,36,36,34,34,34,34,34,34,36,36,36,36,22,22,22,22,22,22,22,22,22,22,21,21,21,21,21,21,22,22,22,22,-1,0
784,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,26,26,26,26,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,35,34,34,34,34,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,21,21,21,21,21,-1,0
785,26,26,26,26,26,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,34,34,34,34,35,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,21,21,21,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,-1,0
786,27,27,27,26,26,26,26,26,26,26,26,26,27,27,27,27,27,27,27,27,36,36,34,34,34,34,34,34,34,34,34,36,36,36,36,36,36,36,36,36,22,22,21,21,21,21,21,21,21,21,21,22,22,22,22,22,22,22,22,22,-1,0
787,27,27,27,27,27,27,27,27,27,27,27,26,26,26,26,26,26,27,27,27,36,36,36,36,36,36,36,36,36,36,36,34,34,34,34,34,36,36,36,36,22,22,22,22,22,22,22,22,22,22,22,21,21,21,21,21,22,22,22,22,-1,0
788,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,26,26,26,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,34,34,34,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,21,21,21,-1,0
789,26,26,26,26,26,26,27,27,27,27,27,27,27,27,27,27,27,27,27,27,34,34,34,34,34,35,36,36,36,36,36,36,36,36,36,36,36,36,36,36,21,21,21,21,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,-1,0
790,27,27,27,27,26,26,26,26,26,26,27,27,27,27,27,27,27,27,27,27,36,36,36,36,34,34,34,34,34,35,36,36,36,36,36,36,36,36,36,36,22,22,22,22,21,21,21,21,21,22,22,22,22,22,22,22,22,22,22,22,-1,0
791,27,27,27,27,27,27,27,27,27,27,26,26,26,26,26,26,26,27,27,27,36,36,36,36,36,36,36,36,36,36,34,34,34,34,34,34,34,36,36,36,22,22,22,22,22,22,22,22,22,22,21,21,21,21,21,21,21,22,22,22,-1,0
792,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,26,26,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,35,34,34,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,21,21,21,-1,0
