index,Signal0,Signal1,Signal2,Signal3,Signal4,Signal5,Signal6,Signal7,Signal8,Signal9,Signal10,Signal11,Signal12,Signal13,Signal14,Signal15,Signal16,Signal17,Signal18,Signal19,Signal20,Signal21,Signal22,Signal23,Signal24,Signal25,Signal26,Signal27,Signal28,Signal29,Signal30,Signal31,Signal32,Signal33,Signal34,Signal35,Signal36,Signal37,Signal38,Signal39,Signal40,Signal41,Signal42,Signal43,Signal44,Signal45,Signal46,Signal47,Signal48,Signal49,Signal50,Signal51,Signal52,Signal53,Signal54,Signal55,Signal56,Signal57,Signal58,Signal59,X,Y
263,28,28,28,28,28,28,28,28,28,28,28,28,28,28,26,26,26,26,26,26,36,36,36,36,36,36,36,36,36,36,36,36,36,36,33,33,33,33,33,33,22,22,22,22,22,22,22,22,22,22,22,22,22,21,21,21,21,21,21,21,0,-1
264,26,26,26,27,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,33,33,34,36,36,36,37,36,36,36,36,36,36,36,36,36,36,36,36,36,21,21,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,0,-1
265,28,28,28,28,28,28,26,26,26,26,26,26,26,26,26,27,28,28,28,28,36,36,36,36,36,36,33,33,33,33,33,33,33,33,34,36,36,36,37,37,22,22,22,22,22,21,21,21,21,21,21,21,21,21,21,22,22,22,22,22,0,-1
266,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,26,26,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,33,33,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,21,21,21,0,-1
267,26,26,26,26,26,26,26,27,28,28,28,28,28,28,28,28,28,28,28,28,33,33,33,33,33,33,34,36,36,36,36,37,37,36,36,36,36,36,36,36,21,21,21,21,21,21,21,22,22,22,22,22,22,22,22,22,22,22,22,22,0,-1
268,28,28,28,28,28,28,28,28,28,28,26,26,26,26,26,26,26,26,26,27,36,36,36,36,36,36,36,36,36,36,33,33,33,33,33,33,33,33,34,36,22,22,22,22,22,22,22,22,22,22,21,21,21,21,21,21,21,21,21,22,0,-1
269,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,36,36,36,37,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,0,-1
270,28,28,26,26,26,26,26,26,26,26,26,27,28,28,28,28,28,28,28,28,36,36,33,33,33,33,33,33,33,33,34,36,36,36,36,36,36,36,36,36,22,21,21,21,21,21,21,21,21,21,21,22,22,22,22,22,22,22,22,22,0,-1
271,28,28,28,28,28,28,28,28,28,28,28,28,28,28,26,26,26,26,26,26,36,36,36,36,36,36,36,36,36,36,36,36,36,36,33,33,33,33,33,33,22,22,22,22,22,22,22,22,22,22,22,22,22,22,21,21,21,21,21,21,0,-1
272,26,26,26,27,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,33,33,34,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,21,21,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,0,-1
273,28,28,28,28,28,28,26,26,26,26,26,26,26,26,26,27,28,28,28,28,36,36,36,36,36,36,33,33,33,33,33,33,33,33,34,36,36,36,36,36,22,22,22,22,22,22,21,21,21,21,21,21,21,21,21,22,22,22,22,22,0,-1
274,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,26,26,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,33,33,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,21,21,0,-1
275,26,26,26,26,26,26,26,27,28,28,28,28,28,28,28,28,28,28,28,28,33,33,33,33,33,33,34,36,36,36,36,36,36,37,37,36,36,36,36,36,21,21,21,21,21,21,21,22,22,22,22,22,22,22,22,22,22,22,22,22,0,-1
276,28,28,28,28,28,28,28,28,28,28,27,26,26,26,26,26,26,26,26,27,36,36,36,36,36,36,36,36,36,36,33,33,33,33,33,33,33,33,34,36,22,22,22,22,22,22,22,22,22,22,21,21,21,21,21,21,21,21,21,22,0,-1
277,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,36,36,36,37,37,37,36,36,36,36,36,36,36,36,36,36,36,36,36,36,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,0,-1
278,28,28,27,26,26,26,26,26,26,26,26,27,28,28,28,28,28,28,28,28,36,36,34,33,33,33,33,33,33,33,34,36,36,36,37,37,37,37,37,36,22,22,21,21,21,21,21,21,21,21,21,22,22,22,22,22,22,22,22,22,0,-1
279,28,28,28,28,28,28,28,28,28,28,28,28,28,28,27,26,26,26,26,26,36,36,36,36,36,36,36,36,36,36,36,36,36,36,33,33,33,33,33,33,22,22,22,22,22,22,22,22,22,22,22,22,22,22,21,21,21,21,21,21,0,-1
280,26,26,26,27,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,33,33,34,36,36,36,36,37,37,37,36,36,36,36,36,36,36,36,36,36,21,21,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,0,-1
281,28,28,28,28,28,28,27,26,26,26,26,26,26,26,26,27,28,28,28,28,36,36,36,36,36,36,34,33,33,33,33,33,33,33,33,36,36,36,37,37,22,22,22,22,22,22,21,21,21,21,21,21,21,21,21,22,22,22,22,22,0,-1
282,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,27,26,37,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,34,33,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,21,21,0,-1
283,26,26,26,26,26,26,26,27,28,28,28,28,28,28,28,28,28,28,28,28,33,33,33,33,33,33,33,35,36,36,36,37,37,36,36,36,36,36,36,36,21,21,21,21,21,21,21,22,22,22,22,22,22,22,22,22,22,22,22,22,0,-1
284,28,28,28,28,28,28,28,28,28,28,27,26,26,26,26,26,26,26,26,27,36,36,36,36,36,36,36,36,36,36,34,33,33,33,33,33,33,33,33,35,22,22,22,22,22,22,22,22,22,22,21,21,21,21,21,21,21,21,21,22,0,-1
285,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,36,36,36,37,37,37,37,36,36,36,36,36,36,36,36,36,36,36,36,36,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,0,-1
286,28,28,27,26,26,26,26,26,26,26,26,27,28,28,28,28,28,28,28,28,36,36,34,33,33,33,33,33,33,33,33,35,36,36,36,37,37,37,37,37,22,22,21,21,21,21,21,21,21,21,21,22,22,22,22,22,22,22,22,22,0,-1
287,28,28,28,28,28,28,28,28,28,28,28,28,28,28,27,26,26,26,26,26,36,36,36,36,36,36,36,36,36,36,36,36,36,36,34,33,33,33,33,33,22,22,22,22,22,22,22,22,22,22,22,22,22,22,21,21,21,21,21,21,0,-1
288,26,26,26,27,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,33,33,33,35,36,36,36,37,37,37,37,37,36,36,36,36,36,36,36,36,21,21,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,0,-1
289,28,28,28,28,28,28,27,26,26,26,26,26,26,26,26,27,28,28,28,28,36,36,36,36,36,36,34,33,33,33,33,33,33,33,33,35,36,36,36,36,22,22,22,22,22,22,21,21,21,21,21,21,21,21,21,22,22,22,22,22,0,-1
290,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,27,26,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,35,33,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,21,21,0,-1
291,26,26,26,26,26,26,26,27,28,28,28,28,28,28,28,28,28,28,28,28,33,33,33,33,33,33,33,35,36,36,36,37,37,37,37,37,36,36,36,36,21,21,21,21,21,21,21,22,22,22,22,22,22,22,22,22,22,22,22,22,0,-1
292,28,28,28,28,28,28,28,28,28,28,27,26,26,26,26,26,26,26,26,27,36,36,36,36,36,36,36,36,36,36,35,33,33,33,33,33,33,33,33,35,22,22,22,22,22,22,22,22,22,22,21,21,21,21,21,21,21,21,21,21,0,-1
293,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,36,36,36,37,37,37,37,37,36,36,36,36,36,36,36,36,36,36,36,36,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,0,-1
294,28,28,27,26,26,26,26,26,26,26,26,27,28,28,28,28,28,28,28,28,36,36,35,33,33,33,33,33,33,33,33,35,36,36,36,36,36,37,37,37,22,22,21,21,21,21,21,21,21,21,21,21,22,22,22,22,22,22,22,22,0,-1
295,28,28,28,28,28,28,28,28,28,28,28,28,28,28,27,27,26,26,26,26,37,36,36,36,36,36,36,36,36,36,36,36,36,36,35,33,33,33,33,33,22,22,22,22,22,22,22,22,22,22,22,22,22,22,21,21,21,21,21,21,0,-1
296,26,26,26,27,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,33,33,33,35,36,36,36,36,36,36,37,37,37,36,36,36,36,36,36,36,21,21,21,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,0,-1
297,28,28,28,28,28,28,28,26,26,26,26,26,26,26,26,26,27,28,28,28,36,36,36,36,36,36,36,33,33,33,33,33,33,33,33,34,36,36,36,36,22,22,22,22,22,22,21,21,21,21,21,21,21,21,21,21,22,22,22,22,0,-1
298,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,26,36,36,36,36,37,37,36,36,36,36,36,36,36,36,36,36,36,36,36,33,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,21,0,-1
299,26,26,26,26,26,26,26,26,27,28,28,28,28,28,28,28,28,28,28,28,33,33,33,33,33,33,33,34,36,36,36,37,37,36,36,36,36,36,36,36,21,21,21,21,21,21,21,21,22,22,22,22,22,22,22,22,22,22,22,22,0,-1
300,28,28,28,28,28,28,28,28,28,28,28,27,26,26,26,26,26,26,26,26,36,36,36,36,36,36,36,36,36,36,36,33,33,33,33,33,33,33,33,34,22,22,22,22,22,22,22,22,22,22,22,21,21,21,21,21,21,21,21,21,0,-1
301,27,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,36,36,36,37,37,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,0,-1
302,28,28,28,26,26,26,26,26,26,26,26,26,27,28,28,28,28,28,28,28,36,36,36,33,33,33,33,33,33,33,33,34,36,36,36,36,37,37,37,36,22,22,22,21,21,21,21,21,21,21,21,21,22,22,22,22,22,22,22,22,0,-1
303,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,27,26,26,26,26,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,33,33,33,33,33,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,21,21,21,21,21,0,-1
304,26,26,26,26,27,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,33,33,33,34,36,36,36,36,36,36,37,36,36,36,36,36,36,36,36,36,21,21,21,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,0,-1
305,28,28,28,28,28,28,28,27,26,26,26,26,26,26,26,26,27,28,28,28,36,36,36,36,36,36,36,33,33,33,33,33,33,33,33,34,36,36,36,36,22,22,22,22,22,22,22,21,21,21,21,21,21,21,21,21,22,22,22,22,0,-1
306,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,26,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,33,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,21,0,-1
307,26,26,26,26,26,26,26,26,27,27,28,28,28,28,28,28,28,28,28,28,33,33,33,33,33,33,33,34,36,36,36,36,36,36,36,36,36,36,36,36,21,21,21,21,21,21,21,21,22,22,22,22,22,22,22,22,22,22,22,22,0,-1
308,28,28,28,28,28,28,28,28,28,28,28,27,26,26,26,26,26,26,26,26,36,36,36,36,36,36,36,36,36,36,36,33,33,33,33,33,33,33,33,33,22,22,22,22,22,22,22,22,22,22,22,21,21,21,21,21,21,21,21,21,0,-1
309,27,27,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,35,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,0,-1
310,28,28,28,27,26,26,26,26,26,26,26,26,27,27,28,28,28,28,28,28,36,36,36,33,33,33,33,33,33,33,33,33,35,36,36,36,36,36,36,36,22,22,22,21,21,21,21,21,21,21,21,21,22,22,22,22,22,22,22,22,0,-1
311,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,26,26,26,26,26,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,33,33,33,33,33,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,21,21,21,21,21,0,-1
312,26,26,26,26,27,27,28,28,28,28,28,28,28,28,28,28,28,28,28,28,33,33,33,34,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,21,21,21,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,0,-1
313,28,28,28,28,28,28,28,26,26,26,26,26,26,26,26,26,27,28,28,28,36,36,36,36,36,36,36,33,33,33,33,33,33,33,33,34,35,36,36,36,22,22,22,22,22,22,22,21,21,21,21,21,21,21,21,21,22,22,22,22,0,-1
314,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,26,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,33,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,21,0,-1
315,26,26,26,26,26,26,26,26,27,28,28,28,28,28,28,28,28,28,28,28,33,33,33,33,33,33,33,33,36,36,36,36,36,36,36,36,36,36,36,36,21,21,21,21,21,21,21,21,22,22,22,22,22,22,22,22,22,22,22,22,0,-1
316,28,28,28,28,28,28,28,28,28,28,28,27,26,26,26,26,26,26,26,26,36,36,36,36,36,36,36,36,36,36,36,33,33,33,33,33,33,33,33,34,22,22,22,22,22,22,22,22,22,22,22,21,21,21,21,21,21,21,21,21,0,-1
317,27,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,0,-1
318,28,28,28,27,26,26,26,26,26,26,26,26,27,28,28,28,28,28,28,28,36,36,36,33,33,33,33,33,33,33,33,34,36,36,36,36,37,36,36,36,22,22,22,21,21,21,21,21,21,21,21,21,22,22,22,22,22,22,22,22,0,-1
319,27,27,26,26,26,26,26,26,27,27,28,28,28,28,28,28,28,27,27,27,36,36,34,34,34,34,33,33,35,36,36,36,36,36,36,36,36,36,36,36,22,22,21,21,21,21,21,21,22,22,22,22,22,22,22,22,22,22,22,22,0,-2
320,27,27,27,27,27,27,27,27,27,26,26,26,26,26,26,26,26,27,27,28,36,36,36,36,36,36,36,36,36,34,34,34,34,33,33,33,35,36,36,36,22,22,22,22,22,22,22,22,22,21,21,21,21,21,21,21,22,22,22,22,0,-2
321,28,28,28,28,27,27,27,27,27,27,27,27,27,27,27,27,26,26,26,26,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,34,34,34,34,34,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,21,21,21,21,21,0,-2
322,26,26,26,27,27,28,28,28,28,28,28,28,27,27,27,27,27,27,27,27,33,33,33,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,21,21,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,0,-2
323,27,27,27,26,26,26,26,26,26,27,27,27,28,28,28,28,28,27,27,27,36,36,36,34,34,33,34,33,33,35,36,36,36,36,36,36,36,36,36,36,22,22,22,21,21,21,21,21,21,22,22,22,22,22,22,22,22,22,22,22,0,-2
324,27,27,27,27,27,27,27,27,27,27,27,26,26,26,26,26,26,26,26,27,36,36,36,36,36,36,36,36,36,36,36,34,34,34,33,33,33,33,33,35,22,22,22,22,22,22,22,22,22,22,22,21,21,21,21,21,21,21,21,22,0,-2
325,27,27,28,28,28,28,27,28,28,27,28,27,27,27,27,27,27,27,27,26,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,34,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,21,0,-2
326,26,26,26,26,26,26,27,27,27,28,28,28,28,28,27,28,27,28,27,27,33,33,33,33,33,33,35,36,36,36,36,36,36,36,36,36,36,36,36,36,21,21,21,21,21,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,0,-2
327,27,27,27,27,27,27,27,27,27,26,26,27,27,27,28,28,28,28,28,28,36,36,36,36,36,36,34,34,34,33,33,35,36,36,36,36,36,36,36,36,22,22,22,22,22,22,21,21,21,21,21,22,22,22,22,22,22,22,22,22,0,-2
328,28,27,28,27,28,27,28,27,27,27,27,27,27,27,27,27,27,26,26,26,36,36,36,36,36,36,36,36,36,36,36,36,36,34,34,34,33,33,33,33,22,22,22,22,22,22,22,22,22,22,22,22,22,21,21,21,21,21,21,21,0,-2
329,26,27,27,27,28,28,28,28,28,28,28,27,28,27,28,28,27,27,27,27,33,35,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,0,-2
330,27,27,27,27,26,26,26,27,26,27,27,28,28,28,28,28,28,28,28,28,36,34,34,34,33,33,33,33,33,33,36,36,36,36,36,36,36,36,36,36,22,21,21,21,21,21,21,21,21,21,22,22,22,22,22,22,22,22,22,22,0,-2
331,28,28,28,28,28,27,28,27,27,27,27,26,26,26,26,26,27,27,27,28,36,36,36,36,36,36,36,34,34,34,34,33,33,33,33,33,35,36,36,36,22,22,22,22,22,22,22,21,21,21,21,21,21,21,21,21,22,22,22,22,0,-2
332,28,28,28,28,28,28,28,28,28,27,28,28,27,27,28,27,27,27,27,27,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,35,34,34,34,34,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,21,21,21,21,21,0,-2
333,27,27,27,27,28,28,28,28,28,28,28,28,28,28,28,27,28,28,28,28,33,33,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,21,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,0,-2
334,27,28,28,27,27,27,27,26,26,26,27,27,27,28,28,28,28,28,28,28,36,36,36,34,34,33,33,33,33,33,34,36,36,36,36,36,36,36,36,36,22,22,22,21,21,21,21,21,21,21,21,22,22,22,22,22,22,22,22,22,0,-2
335,28,28,28,28,28,28,28,27,28,28,27,27,27,27,26,27,26,27,27,27,36,36,36,36,36,36,36,36,36,36,34,34,34,33,33,33,33,33,33,35,22,22,22,22,22,22,22,22,22,22,21,21,21,21,21,21,21,21,21,22,0,-2
336,27,27,28,28,28,28,28,28,28,28,28,28,28,28,28,28,27,28,27,27,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,34,34,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,21,21,0,-2
337,27,27,27,27,27,27,27,28,28,28,28,28,28,28,28,28,28,28,28,28,34,33,33,33,33,35,36,36,36,36,36,36,36,36,36,36,36,36,36,36,21,21,21,21,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,0,-2
338,28,28,28,28,27,27,27,27,26,26,26,26,27,27,27,27,28,28,28,28,36,36,36,36,34,34,34,33,33,33,33,33,34,36,36,36,36,36,36,36,22,22,22,22,21,21,21,21,21,21,21,21,21,22,22,22,22,22,22,22,0,-2
339,28,28,28,28,27,27,27,27,27,27,27,27,27,27,27,27,27,27,26,27,36,36,36,36,36,36,36,36,36,36,36,36,35,34,34,33,33,33,33,36,22,22,22,22,22,22,22,22,22,22,22,22,21,21,21,21,21,21,21,22,0,-2
340,27,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,27,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,34,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,21,0,-2
341,27,27,27,27,27,26,26,26,27,27,28,28,28,28,28,28,28,28,28,28,34,34,34,33,33,33,33,33,35,36,36,36,36,36,36,36,36,36,36,36,21,21,21,21,21,21,21,21,22,22,22,22,22,22,22,22,22,22,22,22,0,-2
342,28,28,28,28,28,28,28,27,27,27,27,27,26,26,27,27,27,27,28,28,36,36,36,36,36,36,36,36,34,33,33,33,33,33,33,35,36,36,36,36,22,22,22,22,22,22,22,22,21,21,21,21,21,21,21,22,22,22,22,22,0,-2
343,28,28,28,28,28,28,28,28,28,28,28,28,28,28,27,27,27,27,27,26,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,34,34,34,33,33,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,21,21,21,21,21,0,-2
344,26,26,27,27,27,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,33,33,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,21,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,0,-2
345,28,27,27,27,27,27,27,27,27,27,27,27,28,28,28,28,28,28,28,28,36,35,34,34,33,33,33,33,33,33,34,36,36,36,36,36,36,36,36,36,22,21,21,21,21,21,21,21,21,21,21,22,22,22,22,22,22,22,22,22,0,-2
346,28,28,28,28,28,28,28,28,28,28,27,27,27,27,27,27,27,27,27,27,36,36,36,36,36,36,36,36,36,36,34,33,33,33,33,33,33,35,36,36,22,22,22,22,22,22,22,22,22,22,21,21,21,21,21,21,21,22,22,22,0,-2
347,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,27,27,27,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,34,34,34,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,21,21,21,0,-2
348,27,27,27,27,27,27,28,28,28,28,28,28,28,28,28,28,28,28,28,28,33,33,33,33,33,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,21,21,21,21,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,0,-2
349,28,28,28,28,28,27,27,27,27,27,27,27,27,28,28,28,28,28,28,28,36,36,36,36,36,34,34,33,33,33,33,35,36,36,36,36,36,36,36,36,22,22,22,22,22,21,21,21,21,21,21,22,22,22,22,22,22,22,22,22,0,-2
350,28,28,28,28,28,28,28,28,28,28,28,28,28,27,27,27,27,27,27,27,36,36,36,36,36,36,36,36,36,36,36,36,36,34,34,33,33,33,33,33,22,22,22,22,22,22,22,22,22,22,22,22,22,21,21,21,21,21,21,21,0,-2
351,27,27,27,27,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,33,35,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,0,-2
352,28,28,28,27,27,27,27,27,27,27,27,27,27,28,28,28,28,28,28,28,36,36,36,34,34,34,33,33,33,33,33,35,36,36,36,36,36,36,36,36,22,22,22,21,21,21,21,21,21,21,21,22,22,22,22,22,22,22,22,22,0,-2
353,28,28,28,28,28,28,28,28,28,28,27,27,27,27,27,27,27,27,27,27,36,36,36,36,36,36,36,36,36,36,35,34,34,34,33,33,33,33,36,36,22,22,22,22,22,22,22,22,22,22,21,21,21,21,21,21,21,21,22,22,0,-2
354,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,27,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,34,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,21,0,-2
355,27,27,27,27,27,27,27,27,27,28,28,28,28,28,28,28,28,28,28,28,33,33,33,33,33,33,35,36,36,36,36,36,36,36,36,36,36,36,36,36,21,21,21,21,21,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,0,-2
356,28,28,28,28,28,27,27,27,27,27,27,27,27,27,28,28,28,28,28,28,36,36,36,36,36,34,33,33,33,33,33,33,35,36,36,36,36,36,36,36,22,22,22,22,22,21,21,21,21,21,21,21,22,22,22,22,22,22,22,22,0,-2
357,28,28,28,28,28,28,28,28,28,28,28,28,27,27,27,27,27,26,26,27,36,36,36,36,36,36,36,36,36,36,36,36,34,34,34,33,33,33,33,35,22,22,22,22,22,22,22,22,22,22,22,22,21,21,21,21,21,21,21,22,0,-2
358,27,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,27,27,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,34,34,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,21,21,0,-2
359,27,27,27,27,27,27,27,27,28,28,28,28,28,28,28,28,28,28,28,28,34,34,33,33,33,33,35,36,36,36,36,36,36,36,36,36,36,36,36,36,21,21,21,21,21,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,0,-2
360,28,28,28,28,28,27,27,27,27,27,27,27,27,27,28,28,28,28,28,28,36,36,36,36,36,34,34,34,33,33,33,33,35,36,36,36,36,36,36,36,22,22,22,22,22,21,21,21,21,21,21,21,22,22,22,22,22,22,22,22,0,-2
361,28,28,28,28,28,28,28,28,28,28,28,27,27,27,27,27,27,27,27,27,36,36,36,36,36,36,36,36,36,36,36,36,34,34,34,33,33,33,33,33,22,22,22,22,22,22,22,22,22,22,22,22,21,21,21,21,21,21,21,21,0,-2
362,27,27,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,27,34,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,35,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,21,0,-2
363,27,27,27,27,27,27,27,27,27,27,28,28,28,28,28,28,28,28,28,28,34,34,34,33,33,33,33,33,35,36,36,36,36,36,36,36,36,36,36,36,21,21,21,21,21,21,21,21,21,22,22,22,22,22,22,22,22,22,22,22,0,-2
364,28,28,28,28,28,28,28,28,28,28,27,27,27,27,27,27,27,27,27,27,36,36,36,36,36,36,36,36,36,36,34,34,33,33,33,33,33,33,33,36,22,22,22,22,22,22,22,22,22,22,21,21,21,21,21,21,21,21,21,22,0,-2
365,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,0,-2
366,27,27,27,27,27,27,27,27,27,27,28,28,28,28,28,28,28,28,28,28,34,34,33,33,33,33,33,33,35,36,36,36,36,36,36,36,36,36,36,36,21,21,21,21,21,21,21,21,21,22,22,22,22,22,22,22,22,22,22,22,0,-2
367,28,28,28,28,28,28,28,27,27,27,27,27,27,27,27,27,27,28,28,28,36,36,36,36,36,36,36,34,34,33,33,33,33,33,33,35,36,36,36,36,22,22,22,22,22,22,22,21,21,21,21,21,21,21,21,22,22,22,22,22,0,-2
368,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,27,27,27,27,27,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,34,34,34,33,33,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,21,21,21,21,21,0,-2
369,27,27,27,27,27,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,33,33,33,33,35,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,21,21,21,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,0,-2
